mne1,nsexe,nag,ntravail,ntpp,ndiplo,idmen,obs,same_sexe,hh_twin_after
2,1,54,1,,9,1260800,1,1,0
2,2,52,1,2,8,1260800,2,1,0
2,1,51,1,2,8,1260840,1,1,0
2,2,42,1,2,9,1260840,2,1,0
2,2,38,2,,9,1261010,1,1,0
2,1,37,1,2,8,1261010,2,1,0
2,1,45,1,1,5,1261130,1,1,0
2,2,40,1,1,8,1261130,2,1,0
2,1,43,1,2,8,1261200,1,0,0
2,2,42,1,2,8,1261200,2,0,0
2,1,59,1,2,4,1261350,1,0,0
2,2,56,2,,1,1261350,2,0,0
2,1,50,1,2,7,1261510,1,1,0
2,2,44,2,,5,1261510,2,1,0
2,1,48,1,2,5,1261570,1,0,0
2,2,28,2,,4,1261570,2,0,0
3,1,39,1,2,4,1261620,1,1,0
3,2,37,2,,1,1261620,2,1,0
3,1,31,1,2,4,1261640,1,1,0
3,2,28,1,2,1,1261640,2,1,0
3,1,44,1,2,9,1261710,1,0,0
3,2,38,2,,9,1261710,2,0,0
2,1,29,1,,4,1261860,1,0,0
2,2,27,2,,4,1261860,2,0,0
2,1,52,1,,5,1262000,1,0,0
2,2,49,1,2,8,1262000,2,0,0
2,1,42,1,2,4,1262020,1,0,0
2,2,35,1,2,4,1262020,2,0,0
3,1,55,1,2,1,1262200,1,0,0
3,2,47,1,2,1,1262200,2,0,0
3,1,57,2,,9,1262220,1,0,0
3,2,50,2,,8,1262220,2,0,0
3,1,37,1,2,4,1262240,1,1,1
3,2,37,2,,4,1262240,2,1,1
2,2,28,2,,5,1262300,1,1,0
2,1,26,1,,8,1262300,2,1,0
3,1,49,1,2,4,1262430,1,1,0
3,2,38,2,,1,1262430,2,1,0
2,1,41,1,2,9,1262450,1,1,0
2,2,36,1,2,9,1262450,2,1,0
2,1,45,1,1,4,1262470,1,0,0
2,2,38,1,1,1,1262470,2,0,0
3,1,46,1,2,7,1262540,1,1,0
3,2,45,2,,3,1262540,2,1,0
2,2,38,1,2,8,1262700,1,0,0
2,1,38,1,2,9,1262700,2,0,0
2,1,30,1,2,8,1262720,1,1,0
2,2,30,1,2,9,1262720,2,1,0
4,1,48,1,2,7,1262800,1,0,0
4,2,34,1,2,7,1262800,2,0,0
2,2,49,1,,9,1262910,1,1,0
2,1,49,1,2,9,1262910,2,1,0
2,1,43,1,,5,1262970,1,1,0
2,2,42,1,2,1,1262970,2,1,0
2,1,30,2,,8,1262980,1,1,0
2,2,26,2,,4,1262980,2,1,0
0,2,55,2,,4,1263000,1,1,0
0,1,53,1,2,4,1263000,2,1,0
2,1,45,2,,3,1263120,1,0,0
2,2,45,1,1,8,1263120,2,0,0
3,1,41,1,2,4,1263180,1,1,0
3,2,28,2,,7,1263180,2,1,0
2,1,42,1,2,4,1263240,1,0,0
2,2,39,1,2,5,1263240,2,0,0
0,1,57,2,,4,1263260,1,0,0
0,2,51,2,,1,1263260,2,0,0
5,1,46,2,,5,1263270,1,0,0
5,2,37,2,,4,1263270,2,0,0
2,1,53,1,2,4,1263280,1,0,0
2,2,48,2,,3,1263280,2,0,0
2,1,35,1,2,7,1263530,1,0,0
2,2,35,1,2,8,1263530,2,0,0
2,2,41,1,,9,1263570,1,1,0
2,1,37,1,2,9,1263570,2,1,0
3,1,43,1,,6,1263620,1,0,0
3,2,38,1,2,9,1263620,2,0,0
4,2,44,,,3,1263650,1,0,0
4,1,42,1,2,8,1263650,2,0,0
2,1,44,1,,8,1263720,1,1,0
2,2,35,,,9,1263720,2,1,0
3,2,44,1,2,8,1263890,1,1,0
3,1,42,1,2,3,1263890,2,1,0
1,2,49,1,2,1,1263950,1,0,0
1,1,46,2,,1,1263950,2,0,0
4,1,53,1,2,1,1263970,1,1,0
4,2,37,1,1,7,1263970,2,1,0
3,1,37,1,2,4,1264030,1,1,0
3,2,27,2,,3,1264030,2,1,0
2,1,44,1,,4,1264040,1,1,0
2,2,39,1,1,9,1264040,2,1,0
3,1,48,1,2,1,1264110,1,1,0
3,2,46,2,,4,1264110,2,1,0
3,1,41,1,2,8,1264130,1,1,0
3,2,39,1,2,8,1264130,2,1,0
3,1,38,1,2,8,1264200,1,0,0
3,2,36,1,2,9,1264200,2,0,0
3,1,40,1,,4,1264240,1,0,0
3,2,35,1,2,9,1264240,2,0,0
1,1,48,1,2,1,1264500,1,0,0
1,2,45,1,2,1,1264500,2,0,0
2,1,45,1,2,1,1264520,1,1,0
2,2,36,1,2,1,1264520,2,1,0
3,1,44,1,1,1,1264530,1,0,0
3,2,43,1,1,8,1264530,2,0,0
2,1,37,1,2,8,1264570,1,1,0
2,2,30,1,2,3,1264570,2,1,0
2,1,40,1,2,1,1264600,1,0,0
2,2,28,2,,1,1264600,2,0,0
2,2,39,1,1,6,1264720,1,1,0
2,1,36,1,1,8,1264720,2,1,0
3,1,53,1,2,9,1264740,1,1,0
3,2,51,1,2,4,1264740,2,1,0
2,1,38,1,2,8,1265000,1,0,0
2,2,33,1,2,8,1265000,2,0,0
4,2,47,1,2,1,1265100,1,1,0
4,1,46,1,2,1,1265100,2,1,0
2,2,35,1,2,8,1265210,1,1,0
2,1,35,1,2,5,1265210,2,1,0
2,2,51,1,2,7,1265280,1,0,0
2,1,47,1,2,5,1265280,2,0,0
5,1,47,1,2,1,1265300,1,0,0
5,2,41,2,,1,1265300,2,0,0
1,2,49,1,2,1,1265320,1,1,0
1,1,47,1,2,8,1265320,2,1,0
0,1,60,2,,1,1265430,1,0,0
0,2,51,1,2,1,1265430,2,0,0
1,1,57,1,2,8,1265450,1,0,0
1,2,55,1,2,8,1265450,2,0,0
3,1,46,1,1,1,1265470,1,0,0
3,2,38,1,,8,1265470,2,0,0
3,1,47,1,1,6,1265670,1,0,0
3,2,46,1,1,7,1265670,2,0,0
3,1,44,1,2,4,1265680,1,0,0
3,2,43,1,2,1,1265680,2,0,0
2,2,37,1,2,5,1265690,1,0,0
2,1,34,1,2,6,1265690,2,0,0
5,1,49,1,2,9,1265880,1,1,0
5,2,49,1,,8,1265880,2,1,0
2,1,42,1,2,8,1265890,1,0,0
2,2,42,1,2,8,1265890,2,0,0
2,1,50,1,2,7,1265940,1,1,0
2,2,45,,,3,1265940,2,1,0
2,1,39,1,1,5,1265990,1,1,0
2,2,34,1,1,7,1265990,2,1,0
2,1,45,1,2,4,1266020,1,1,0
2,2,43,1,2,1,1266020,2,1,0
0,2,54,1,2,8,1266230,1,0,0
0,1,53,1,1,4,1266230,2,0,0
4,1,51,1,1,4,1266260,1,0,0
4,2,43,1,1,1,1266260,2,0,0
2,1,45,1,2,9,1266280,1,0,0
2,2,43,1,2,9,1266280,2,0,0
2,1,36,1,2,9,1266480,1,1,0
2,2,35,1,2,9,1266480,2,1,0
2,1,48,1,2,4,1266500,1,0,0
2,2,45,2,,9,1266500,2,0,0
3,1,47,1,2,4,1266570,1,0,0
3,2,43,2,,4,1266570,2,0,0
3,2,48,1,,9,1266730,1,1,0
3,1,48,1,,9,1266730,2,1,0
2,1,42,1,2,4,1266770,1,0,0
2,2,39,1,,5,1266770,2,0,0
3,2,42,1,2,8,1266820,1,0,0
3,1,41,1,2,4,1266820,2,0,0
2,1,33,1,2,5,1266930,1,0,0
2,2,32,1,2,8,1266930,2,0,0
3,1,39,1,1,8,1266940,1,0,0
3,2,30,1,1,6,1266940,2,0,0
1,1,54,1,2,6,1266960,1,0,0
1,2,45,1,2,8,1266960,2,0,0
2,1,39,1,2,1,1267030,1,0,0
2,2,39,1,2,9,1267030,2,0,0
3,1,27,1,2,5,1267090,1,0,0
3,2,27,2,,3,1267090,2,0,0
2,1,33,1,2,4,1267130,1,0,0
2,2,32,1,2,3,1267130,2,0,0
2,1,39,1,2,1,1267170,1,0,0
2,2,38,2,,6,1267170,2,0,0
2,1,46,1,,4,1267240,1,1,0
2,2,43,1,,6,1267240,2,1,0
2,1,42,1,2,4,1267290,1,0,0
2,2,38,1,2,8,1267290,2,0,0
2,2,51,1,2,6,1267300,1,1,0
2,1,50,1,2,8,1267300,2,1,0
2,1,46,1,1,9,1267320,1,0,0
2,2,41,1,1,9,1267320,2,0,0
3,1,47,1,2,4,1267370,1,1,0
3,2,37,2,,1,1267370,2,1,0
2,1,38,1,,5,1267390,1,0,0
2,2,32,1,2,1,1267390,2,0,0
1,2,56,2,,2,1267430,1,0,0
1,1,56,1,1,4,1267430,2,0,0
4,1,46,2,,9,1267510,1,0,1
4,2,27,1,1,1,1267510,2,0,1
1,1,55,1,1,4,1267540,1,0,0
1,2,53,1,1,8,1267540,2,0,0
2,1,47,1,2,4,1267560,1,1,1
2,2,43,1,2,1,1267560,2,1,1
2,1,48,2,,1,1267600,1,0,0
2,2,44,2,,1,1267600,2,0,0
2,2,46,1,2,8,1267680,1,1,0
2,1,41,1,,4,1267680,2,1,0
2,1,48,1,2,8,1267720,1,0,0
2,2,46,1,2,7,1267720,2,0,0
2,1,53,1,2,4,1267750,1,0,0
2,2,49,1,2,4,1267750,2,0,0
3,2,47,1,2,8,1267850,1,0,0
3,1,47,1,2,8,1267850,2,0,0
3,1,50,1,2,2,1267890,1,0,0
3,2,41,2,,4,1267890,2,0,0
3,2,39,,,7,1267990,1,1,0
3,1,38,1,2,4,1267990,2,1,0
2,2,44,1,1,6,1268110,1,0,0
2,1,42,1,1,4,1268110,2,0,0
2,2,45,1,2,4,1268270,1,0,0
2,1,44,1,2,5,1268270,2,0,0
4,1,58,1,1,2,1268280,1,0,0
4,2,52,1,1,4,1268280,2,0,0
3,1,42,1,,4,1268310,1,0,0
3,2,41,1,2,5,1268310,2,0,0
3,1,42,2,,1,1268380,1,0,0
3,2,40,1,2,9,1268380,2,0,0
3,1,37,1,2,8,1268410,1,1,0
3,2,36,1,,7,1268410,2,1,0
1,1,52,1,2,4,1268420,1,1,0
1,2,47,1,,4,1268420,2,1,0
3,1,45,1,2,9,1268490,1,0,0
3,2,42,1,2,9,1268490,2,0,0
3,1,35,1,2,4,1268710,1,1,0
3,2,34,1,2,3,1268710,2,1,0
2,1,41,1,2,8,1268850,1,0,0
2,2,37,1,2,9,1268850,2,0,0
2,1,42,1,2,4,1268970,1,0,0
2,2,42,1,2,8,1268970,2,0,0
4,1,38,1,2,9,1269040,1,1,0
4,2,38,1,,9,1269040,2,1,0
2,1,37,1,2,8,1269070,1,0,0
2,2,35,1,2,9,1269070,2,0,0
2,2,31,2,,1,1269080,1,1,0
2,1,30,1,2,1,1269080,2,1,0
4,1,59,1,2,9,1269200,1,1,1
4,2,45,1,2,5,1269200,2,1,1
2,1,32,1,2,7,1269350,1,0,0
2,2,32,1,2,7,1269350,2,0,0
3,1,39,1,2,6,1269450,1,1,0
3,2,37,1,2,6,1269450,2,1,0
4,1,47,1,2,4,1269560,1,0,1
4,2,45,1,2,5,1269560,2,0,1
3,2,36,2,,5,1269570,1,0,0
3,1,32,1,2,8,1269570,2,0,0
3,1,50,1,1,8,1269600,1,0,0
3,2,48,1,1,9,1269600,2,0,0
2,1,55,1,,4,1269620,1,1,0
2,2,54,1,,6,1269620,2,1,0
2,1,44,1,1,4,1269630,1,0,0
2,2,41,1,1,5,1269630,2,0,0
2,1,47,1,2,1,1269670,1,0,0
2,2,46,1,2,9,1269670,2,0,0
4,2,42,1,2,6,1269820,1,1,1
4,1,42,1,2,9,1269820,2,1,1
3,1,49,1,2,7,1269920,1,0,0
3,2,40,1,2,9,1269920,2,0,0
5,1,48,2,,4,1269960,1,1,0
5,2,44,2,,1,1269960,2,1,0
2,1,49,1,2,1,1270070,1,0,0
2,2,43,1,2,6,1270070,2,0,0
2,1,40,1,1,9,1270140,1,1,0
2,2,40,1,1,9,1270140,2,1,0
2,1,35,1,1,1,1270190,1,1,0
2,2,30,1,1,1,1270190,2,1,0
2,2,53,1,,9,1270220,1,0,0
2,1,53,1,,9,1270220,2,0,0
5,2,34,2,,1,1270270,1,1,0
5,1,33,1,,1,1270270,2,1,0
3,1,42,1,2,4,1270280,1,1,0
3,2,31,1,2,4,1270280,2,1,0
2,1,52,1,2,9,1270390,1,1,0
2,2,45,1,2,9,1270390,2,1,0
2,2,51,2,,4,1270400,1,1,0
2,1,51,1,2,4,1270400,2,1,0
2,2,61,1,,8,1270420,1,1,0
2,1,59,1,,4,1270420,2,1,0
1,1,54,1,,4,1270520,1,0,0
1,2,53,1,2,4,1270520,2,0,0
2,1,34,1,2,5,1270550,1,0,0
2,2,31,1,2,8,1270550,2,0,0
2,2,56,1,2,4,1270560,1,1,0
2,1,54,1,2,4,1270560,2,1,0
2,1,45,1,,4,1270610,1,1,0
2,2,45,1,2,6,1270610,2,1,0
2,1,49,1,2,4,1270680,1,0,0
2,2,47,1,2,4,1270680,2,0,0
4,2,40,1,2,9,1270730,1,0,0
4,1,36,1,2,9,1270730,2,0,0
3,1,48,1,2,9,1270820,1,0,0
3,2,41,1,,8,1270820,2,0,0
2,2,39,1,2,9,1270850,1,1,0
2,1,38,1,2,8,1270850,2,1,0
3,1,48,1,2,1,1270860,1,1,0
3,2,41,2,,1,1270860,2,1,0
3,1,38,1,2,3,1270970,1,0,1
3,2,27,2,,3,1270970,2,0,1
2,2,33,1,2,6,1271070,1,0,0
2,1,33,1,2,8,1271070,2,0,0
2,2,49,1,1,4,1271210,1,1,0
2,1,39,1,1,7,1271210,2,1,0
2,1,48,1,2,8,1271340,1,0,0
2,2,39,1,2,9,1271340,2,0,0
2,2,49,1,2,5,1271350,1,0,0
2,1,48,1,2,1,1271350,2,0,0
2,1,54,1,2,9,1271390,1,1,0
2,2,47,2,,9,1271390,2,1,0
3,1,48,1,1,9,1271480,1,1,0
3,2,46,1,1,6,1271480,2,1,0
2,1,50,1,2,8,1271630,1,0,0
2,2,42,1,2,9,1271630,2,0,0
3,1,48,1,1,4,1271660,1,1,0
3,2,46,1,1,4,1271660,2,1,0
3,1,47,1,2,4,1271800,1,1,0
3,2,41,1,2,4,1271800,2,1,0
2,2,40,1,2,6,1271840,1,0,0
2,1,39,2,,7,1271840,2,0,0
2,1,36,1,2,1,1271860,1,1,0
2,2,34,1,2,8,1271860,2,1,0
2,1,50,1,2,9,1271940,1,0,0
2,2,49,1,2,9,1271940,2,0,0
2,1,48,1,,4,1272000,1,1,0
2,2,43,2,,4,1272000,2,1,0
3,1,55,,,1,1272250,1,0,0
3,2,42,2,,8,1272250,2,0,0
2,2,54,1,,9,1272270,1,1,0
2,1,52,1,,9,1272270,2,1,0
2,2,45,2,,6,1272310,1,1,0
2,1,44,1,,4,1272310,2,1,0
2,1,34,1,2,4,1272350,1,0,0
2,2,29,2,,1,1272350,2,0,0
2,1,42,1,2,8,1272410,1,1,0
2,2,34,2,,9,1272410,2,1,0
2,1,50,1,2,3,1272490,1,0,0
2,2,47,2,,1,1272490,2,0,0
3,1,36,1,2,8,1272600,1,1,0
3,2,32,1,2,7,1272600,2,1,0
2,1,34,1,1,4,1272650,1,0,0
2,2,32,1,1,4,1272650,2,0,0
2,2,51,1,2,9,1272730,1,0,0
2,1,51,1,2,4,1272730,2,0,0
3,1,40,1,2,1,1272770,1,1,0
3,2,40,1,2,1,1272770,2,1,0
2,1,55,1,,9,1272780,1,0,0
2,2,55,1,,9,1272780,2,0,0
2,1,49,1,2,9,1272870,1,0,0
2,2,36,1,2,4,1272870,2,0,0
1,1,56,1,2,4,1272920,1,0,1
1,2,53,2,,2,1272920,2,0,1
3,2,42,1,1,4,1272930,1,0,0
3,1,42,1,1,8,1272930,2,0,0
4,2,38,1,1,9,1273030,1,0,0
4,1,38,1,1,3,1273030,2,0,0
3,1,45,1,2,9,1273070,1,1,0
3,2,44,2,,8,1273070,2,1,0
3,1,52,1,2,8,1273150,1,1,0
3,2,51,1,2,9,1273150,2,1,0
5,1,49,2,,1,1273160,1,0,0
5,2,35,2,,1,1273160,2,0,0
2,2,55,2,,3,1273170,1,1,0
2,1,48,1,2,4,1273170,2,1,0
2,1,46,1,2,4,1273180,1,0,0
2,2,36,1,2,4,1273180,2,0,0
1,1,54,1,2,4,1273220,1,0,0
1,2,53,1,2,1,1273220,2,0,0
3,1,42,1,,8,1273240,1,1,0
3,2,36,1,1,3,1273240,2,1,0
2,2,38,1,2,9,1273330,1,1,0
2,1,38,1,2,9,1273330,2,1,0
4,2,41,1,1,4,1273360,1,0,0
4,1,41,1,2,1,1273360,2,0,0
2,1,40,1,2,9,1273370,1,0,0
2,2,37,1,2,9,1273370,2,0,0
2,1,41,1,2,4,1273450,1,0,0
2,2,37,2,,6,1273450,2,0,0
2,1,43,1,2,9,1273490,1,1,0
2,2,42,1,2,9,1273490,2,1,0
2,1,56,1,,7,1273570,1,1,0
2,2,49,1,2,8,1273570,2,1,0
2,2,41,1,1,1,1273580,1,0,0
2,1,37,2,,4,1273580,2,0,0
2,1,55,1,2,9,1273610,1,1,0
2,2,51,1,2,9,1273610,2,1,0
2,2,49,1,2,9,1273620,1,0,0
2,1,45,1,2,9,1273620,2,0,0
2,1,32,1,2,5,1273660,1,0,0
2,2,29,1,2,8,1273660,2,0,0
2,1,49,1,2,4,1273850,1,1,0
2,2,46,1,2,8,1273850,2,1,0
3,1,36,2,,4,1273900,1,1,0
3,2,32,1,2,5,1273900,2,1,0
3,1,45,1,2,4,1273930,1,1,0
3,2,41,1,2,1,1273930,2,1,0
4,1,34,1,2,4,1274390,1,0,0
4,2,29,1,2,1,1274390,2,0,0
2,1,35,1,2,9,1274470,1,0,0
2,2,33,1,2,9,1274470,2,0,0
2,1,40,2,,8,1274510,1,0,0
2,2,31,1,2,5,1274510,2,0,0
2,2,36,1,2,9,1274520,1,0,0
2,1,36,1,2,9,1274520,2,0,0
2,1,43,1,1,3,1274580,1,1,0
2,2,41,1,1,3,1274580,2,1,0
2,2,33,1,2,4,1274590,1,0,0
2,1,29,1,,1,1274590,2,0,0
2,2,47,1,,5,1274800,1,1,0
2,1,45,1,2,8,1274800,2,1,0
2,1,40,1,2,9,1275050,1,1,0
2,2,32,2,,9,1275050,2,1,0
2,2,50,1,2,8,1275140,1,0,0
2,1,49,1,2,8,1275140,2,0,0
2,1,29,1,2,9,1275150,1,0,0
2,2,27,1,2,1,1275150,2,0,0
2,1,51,1,,1,1275190,1,1,0
2,2,37,1,,1,1275190,2,1,0
2,1,55,2,,8,1275200,1,1,0
2,2,50,2,,1,1275200,2,1,0
3,1,39,1,1,4,1275220,1,1,0
3,2,36,1,2,4,1275220,2,1,0
3,1,42,1,2,4,1275230,1,0,0
3,2,40,1,2,6,1275230,2,0,0
3,2,43,1,2,4,1275310,1,0,0
3,1,42,1,2,4,1275310,2,0,0
2,1,39,1,2,4,1275380,1,1,0
2,2,37,2,,8,1275380,2,1,0
2,1,44,1,2,4,1275420,1,0,0
2,2,43,1,2,8,1275420,2,0,0
3,1,35,1,,1,1275500,1,1,0
3,2,31,2,,1,1275500,2,1,0
2,1,49,2,,9,1275560,1,0,0
2,2,48,1,2,7,1275560,2,0,0
2,1,33,1,2,7,1275630,1,0,0
2,2,31,2,,9,1275630,2,0,0
3,2,47,1,2,1,1275740,1,1,0
3,1,45,1,2,4,1275740,2,1,0
3,1,54,1,2,8,1275770,1,1,0
3,2,44,1,2,5,1275770,2,1,0
2,2,59,1,2,9,1275780,1,1,0
2,1,58,1,2,9,1275780,2,1,0
2,1,50,1,2,7,1275800,1,1,0
2,2,39,1,1,1,1275800,2,1,0
2,2,31,2,,8,1275860,1,0,0
2,1,31,1,2,9,1275860,2,0,0
4,1,42,1,2,8,1275940,1,0,0
4,2,40,1,2,9,1275940,2,0,0
1,1,51,1,2,1,1275950,1,1,0
1,2,44,2,,1,1275950,2,1,0
2,1,40,1,,9,1276010,1,0,0
2,2,36,1,1,8,1276010,2,0,0
2,1,42,1,2,8,1276090,1,0,0
2,2,38,1,,8,1276090,2,0,0
2,1,35,1,2,4,1276100,1,0,0
2,2,35,1,2,4,1276100,2,0,0
2,1,56,1,2,9,1276170,1,1,0
2,2,55,1,2,9,1276170,2,1,0
2,1,54,1,2,9,1276190,1,1,0
2,2,47,2,,5,1276190,2,1,0
3,2,38,1,1,4,1276200,1,0,0
3,1,38,1,1,8,1276200,2,0,0
2,1,46,1,2,1,1276240,1,1,0
2,2,45,1,2,4,1276240,2,1,0
2,1,33,1,2,9,1276330,1,1,0
2,2,30,1,2,9,1276330,2,1,0
2,1,42,1,2,4,1276420,1,0,0
2,2,40,1,2,1,1276420,2,0,0
3,1,44,1,2,4,1276480,1,1,0
3,2,32,1,2,5,1276480,2,1,0
2,1,43,1,2,8,1276530,1,0,0
2,2,40,1,2,9,1276530,2,0,0
4,2,42,1,2,3,1276570,1,1,1
4,1,40,1,2,4,1276570,2,1,1
3,1,41,1,2,5,1276670,1,1,0
3,2,35,1,2,4,1276670,2,1,0
2,1,35,1,2,9,1276680,1,1,0
2,2,34,1,2,8,1276680,2,1,0
3,1,35,1,2,1,1276860,1,1,0
3,2,31,1,2,4,1276860,2,1,0
3,1,48,2,,1,1276930,1,0,0
3,2,38,2,,1,1276930,2,0,0
3,1,50,1,1,9,1277070,1,1,0
3,2,48,1,1,9,1277070,2,1,0
2,1,46,1,,4,1277140,1,0,0
2,2,42,1,2,4,1277140,2,0,0
2,1,51,1,2,8,1277320,1,0,0
2,2,47,1,2,8,1277320,2,0,0
2,1,42,1,2,9,1277360,1,1,0
2,2,41,1,2,9,1277360,2,1,0
3,1,44,1,2,9,1277440,1,0,0
3,2,42,1,2,9,1277440,2,0,0
3,1,39,1,2,9,1277520,1,0,0
3,2,38,1,2,9,1277520,2,0,0
2,1,37,1,1,8,1277540,1,1,0
2,2,33,1,1,8,1277540,2,1,0
2,1,44,2,,1,1277580,1,0,0
2,2,44,1,2,1,1277580,2,0,0
4,1,54,1,2,5,1277630,1,1,1
4,2,42,1,2,3,1277630,2,1,1
7,1,31,2,,1,1277640,1,0,1
7,2,30,1,2,3,1277640,2,0,1
8,1,36,1,2,4,1277740,1,1,0
8,2,32,2,,1,1277740,2,1,0
2,1,31,1,2,3,1277750,1,1,0
2,2,31,1,2,6,1277750,2,1,0
4,1,39,2,,4,1277770,1,1,0
4,2,35,2,,3,1277770,2,1,0
2,2,36,1,2,8,1277780,1,1,0
2,1,35,1,2,8,1277780,2,1,0
2,1,33,1,2,9,1277800,1,0,0
2,2,33,2,,9,1277800,2,0,0
3,1,35,1,,1,1277810,1,1,0
3,2,30,2,,4,1277810,2,1,0
2,2,42,1,2,9,1277840,1,0,0
2,1,39,1,2,6,1277840,2,0,0
2,1,30,1,2,1,1277870,1,1,0
2,2,28,1,2,6,1277870,2,1,0
2,2,40,1,1,9,1277910,1,1,0
2,1,38,1,1,9,1277910,2,1,0
3,1,45,1,1,8,1278050,1,0,0
3,2,41,1,1,5,1278050,2,0,0
2,2,42,1,2,9,1278100,1,0,0
2,1,35,1,,9,1278100,2,0,0
2,1,46,2,,8,1278140,1,1,0
2,2,45,1,2,9,1278140,2,1,0
2,1,42,1,,3,1278180,1,1,0
2,2,40,1,,9,1278180,2,1,0
1,2,54,2,,1,1278220,1,1,0
1,1,51,1,2,1,1278220,2,1,0
4,1,45,1,2,1,1278290,1,0,0
4,2,40,2,,4,1278290,2,0,0
3,1,46,1,2,8,1278330,1,1,1
3,2,45,2,,4,1278330,2,1,1
2,2,45,1,1,4,1278440,1,0,0
2,1,41,1,1,8,1278440,2,0,0
2,1,40,1,2,8,1278600,1,1,0
2,2,34,1,2,5,1278600,2,1,0
3,1,40,1,,9,1278650,1,0,0
3,2,39,1,1,9,1278650,2,0,0
2,1,51,2,,1,1278660,1,1,0
2,2,48,1,2,1,1278660,2,1,0
2,1,54,1,2,4,1278750,1,1,0
2,2,54,1,2,7,1278750,2,1,0
3,1,58,1,1,9,1278880,1,0,0
3,2,54,1,1,4,1278880,2,0,0
2,1,41,2,,4,1278940,1,1,0
2,2,40,1,2,4,1278940,2,1,0
3,1,38,1,2,4,1278990,1,1,0
3,2,34,1,2,3,1278990,2,1,0
2,2,49,1,2,4,1279030,1,0,0
2,1,45,1,2,4,1279030,2,0,0
3,1,31,1,2,3,1279070,1,1,0
3,2,29,2,,7,1279070,2,1,0
5,1,43,2,,7,1279100,1,0,0
5,2,43,2,,7,1279100,2,0,0
4,1,44,1,,8,1279110,1,1,0
4,2,41,1,2,4,1279110,2,1,0
2,1,42,2,,7,1279180,1,1,0
2,2,41,1,2,7,1279180,2,1,0
2,1,47,1,2,1,1279210,1,0,0
2,2,43,2,,8,1279210,2,0,0
3,1,32,1,2,1,1279310,1,0,0
3,2,28,2,,3,1279310,2,0,0
4,1,54,2,,1,1279410,1,0,0
4,2,41,2,,1,1279410,2,0,0
2,2,53,1,2,9,1279580,1,0,0
2,1,52,1,2,7,1279580,2,0,0
2,1,51,2,,3,1279630,1,0,0
2,2,31,1,,9,1279630,2,0,0
2,2,51,2,,6,1279640,1,0,0
2,1,47,1,2,6,1279640,2,0,0
3,1,44,1,2,9,1279860,1,1,0
3,2,43,1,2,9,1279860,2,1,0
1,1,54,1,,9,1279900,1,0,0
1,2,51,1,2,9,1279900,2,0,0
2,1,46,1,2,4,1280000,1,0,0
2,2,37,1,2,8,1280000,2,0,0
2,2,35,1,2,5,1280010,1,1,0
2,1,35,1,2,5,1280010,2,1,0
2,1,43,1,2,9,1280020,1,0,0
2,2,38,1,2,9,1280020,2,0,0
2,1,44,1,2,4,1280080,1,1,0
2,2,43,1,2,8,1280080,2,1,0
2,1,42,1,,9,1280270,1,0,0
2,2,37,1,2,9,1280270,2,0,0
0,1,60,2,,2,1280360,1,0,0
0,2,59,2,,1,1280360,2,0,0
4,1,39,1,2,4,1280370,1,0,0
4,2,32,1,2,3,1280370,2,0,0
3,2,41,1,2,4,1280640,1,0,0
3,1,39,2,,4,1280640,2,0,0
2,1,36,1,2,9,1280730,1,1,0
2,2,32,1,2,9,1280730,2,1,0
1,1,54,1,2,4,1280750,1,0,0
1,2,50,1,2,4,1280750,2,0,0
4,1,42,1,2,9,1280850,1,1,0
4,2,41,1,2,8,1280850,2,1,0
2,1,37,1,1,3,1280860,1,0,0
2,2,34,1,1,7,1280860,2,0,0
2,1,42,1,2,8,1280930,1,0,0
2,2,40,2,,7,1280930,2,0,0
3,1,40,1,2,4,1281100,1,1,0
3,2,32,1,2,9,1281100,2,1,0
0,1,58,1,2,1,1281200,1,0,0
0,2,54,2,,1,1281200,2,0,0
3,1,39,1,,1,1281220,1,0,0
3,2,30,2,,4,1281220,2,0,0
1,1,53,1,2,4,1281240,1,0,0
1,2,51,1,2,1,1281240,2,0,0
2,1,49,1,2,9,1281330,1,1,0
2,2,43,1,2,9,1281330,2,1,0
2,1,38,1,1,4,1281360,1,1,0
2,2,35,1,1,4,1281360,2,1,0
3,1,47,2,,5,1281490,1,0,0
3,2,39,1,2,3,1281490,2,0,0
2,2,51,1,2,9,1281750,1,1,0
2,1,48,1,2,1,1281750,2,1,0
3,1,54,2,,1,1281830,1,1,0
3,2,39,1,2,8,1281830,2,1,0
2,1,36,1,2,5,1281860,1,0,0
2,2,34,2,,9,1281860,2,0,0
2,1,32,1,2,8,1282000,1,0,0
2,2,31,1,2,4,1282000,2,0,0
2,1,44,1,1,1,1282020,1,1,0
2,2,42,1,1,4,1282020,2,1,0
1,1,53,1,2,8,1282130,1,1,0
1,2,49,1,2,9,1282130,2,1,0
2,1,53,2,,1,1282190,1,0,0
2,2,43,1,2,6,1282190,2,0,0
2,2,48,1,2,1,1282240,1,0,0
2,1,44,1,2,4,1282240,2,0,0
2,1,47,1,2,9,1282310,1,0,0
2,2,42,2,,4,1282310,2,0,0
0,2,59,2,,9,1282480,1,0,0
0,1,57,1,2,9,1282480,2,0,0
1,1,51,1,,9,1282530,1,1,0
1,2,49,1,1,6,1282530,2,1,0
2,1,42,1,,4,1282560,1,1,0
2,2,37,1,,8,1282560,2,1,0
