mne1,nsexe,nag,ntravail,ntpp,ndiplo,idmen,obs,same_sexe,hh_twin_after
2,1,43,1,,9,1055160,2,1,0
2,2,50,1,2,1,1055180,1,1,0
2,1,47,1,,4,1055180,2,1,0
2,1,33,1,2,1,1055210,1,1,0
2,2,26,2,,8,1055210,2,1,0
0,2,57,1,2,3,1055580,1,1,0
0,1,56,2,,1,1055580,2,1,0
3,1,55,1,2,6,1055730,1,1,0
3,2,50,1,,7,1055730,2,1,0
3,1,44,1,2,1,1055780,1,1,0
3,2,32,2,,1,1055780,2,1,0
2,1,53,1,,4,1055850,1,1,0
2,2,37,1,,7,1055850,2,1,0
2,1,35,1,2,5,1056070,1,0,0
2,2,35,1,2,4,1056070,2,0,0
2,1,45,1,2,8,1056160,1,0,0
2,2,42,1,2,9,1056160,2,0,0
5,2,42,2,,1,1056190,1,1,0
5,1,38,1,2,5,1056190,2,1,0
3,1,48,1,,9,1056230,1,1,0
3,2,44,1,1,9,1056230,2,1,0
2,2,40,2,,7,1056330,1,1,0
2,1,40,1,2,8,1056330,2,1,0
2,1,37,1,,5,1056470,1,0,0
2,2,36,1,2,8,1056470,2,0,0
3,1,48,1,2,8,1056480,1,0,0
3,2,43,1,2,9,1056480,2,0,0
3,1,44,1,2,1,1056510,1,1,0
3,2,37,1,2,1,1056510,2,1,0
2,2,49,1,2,1,1056550,1,1,0
2,1,48,1,1,4,1056550,2,1,0
2,1,41,1,2,5,1056600,1,0,0
2,2,41,1,2,4,1056600,2,0,0
3,1,40,2,,8,1056610,1,1,0
3,2,37,1,2,7,1056610,2,1,0
2,1,50,1,2,9,1056630,1,1,0
2,2,49,1,2,8,1056630,2,1,0
2,2,51,1,2,9,1056780,1,0,0
2,1,50,1,2,9,1056780,2,0,0
3,1,40,1,1,4,1056880,1,1,0
3,2,39,1,1,5,1056880,2,1,0
3,2,40,1,2,9,1056890,1,0,0
3,1,40,1,2,9,1056890,2,0,0
2,2,41,1,1,9,1056910,1,0,0
2,1,40,1,1,8,1056910,2,0,0
2,1,45,1,2,4,1056960,1,1,0
2,2,32,2,,8,1056960,2,1,0
3,1,41,1,2,1,1057010,1,1,0
3,2,41,1,2,1,1057010,2,1,0
2,1,54,1,2,8,1057200,1,0,0
2,2,48,1,2,8,1057200,2,0,0
2,1,49,1,2,4,1057220,1,0,0
2,2,44,1,2,9,1057220,2,0,0
2,1,43,1,2,9,1057290,1,0,0
2,2,41,1,2,8,1057290,2,0,0
3,1,49,1,2,9,1057320,1,1,0
3,2,46,2,,9,1057320,2,1,0
2,2,32,1,2,8,1057440,1,0,0
2,1,31,1,2,8,1057440,2,0,0
2,1,37,1,2,5,1057460,1,0,0
2,2,33,1,2,8,1057460,2,0,0
3,1,44,1,2,4,1057470,1,0,0
3,2,42,1,2,5,1057470,2,0,0
4,1,41,1,2,7,1057520,1,0,0
4,2,34,1,2,3,1057520,2,0,0
2,2,52,1,2,9,1057600,1,0,0
2,1,51,1,2,9,1057600,2,0,0
2,2,48,1,2,6,1057640,1,1,0
2,1,47,1,,4,1057640,2,1,0
2,1,43,1,1,1,1057670,1,1,0
2,2,37,1,1,5,1057670,2,1,0
2,2,42,1,2,8,1057690,1,1,0
2,1,39,1,2,9,1057690,2,1,0
2,2,48,2,,8,1057760,1,0,0
2,1,46,1,2,9,1057760,2,0,0
2,1,39,1,1,8,1057880,1,0,0
2,2,38,1,1,9,1057880,2,0,0
3,2,48,2,,4,1058040,1,1,0
3,1,43,1,2,1,1058040,2,1,0
2,2,47,1,2,8,1058100,1,0,0
2,1,38,1,2,4,1058100,2,0,0
2,1,55,1,2,4,1058290,1,1,0
2,2,50,1,2,4,1058290,2,1,0
4,1,43,1,2,5,1058400,1,0,1
4,2,42,2,,1,1058400,2,0,1
2,1,42,1,,7,1058470,1,1,0
2,2,33,1,2,4,1058470,2,1,0
2,2,32,1,2,6,1058600,1,0,0
2,1,31,1,2,5,1058600,2,0,0
2,1,48,1,,8,1058630,1,0,0
2,2,42,1,,9,1058630,2,0,0
3,1,56,1,2,4,1058660,1,1,0
3,2,43,1,2,2,1058660,2,1,0
4,1,46,1,,3,1058670,1,1,0
4,2,39,1,2,2,1058670,2,1,0
2,1,46,1,2,4,1058730,1,0,0
2,2,37,1,2,1,1058730,2,0,0
2,1,50,1,2,3,1058940,1,0,0
2,2,39,2,,8,1058940,2,0,0
3,2,47,1,2,3,1059110,1,1,0
3,1,42,1,2,5,1059110,2,1,0
3,1,48,1,2,1,1059160,1,0,0
3,2,37,2,,4,1059160,2,0,0
2,1,53,1,2,9,1059230,1,1,0
2,2,46,2,,9,1059230,2,1,0
4,1,43,1,2,,1059300,1,0,0
4,2,35,1,2,8,1059300,2,0,0
2,1,47,1,2,1,1059380,1,0,0
2,2,39,2,,1,1059380,2,0,0
2,1,50,1,2,4,1059440,1,1,0
2,2,39,1,,4,1059440,2,1,0
4,1,57,1,2,1,1059530,1,0,1
4,2,50,2,,1,1059530,2,0,1
3,1,47,1,,9,1059630,1,0,0
3,2,46,1,,9,1059630,2,0,0
3,1,34,1,2,4,1059680,1,1,0
3,2,32,2,,4,1059680,2,1,0
2,2,42,1,2,8,1059690,1,0,0
2,1,41,1,2,8,1059690,2,0,0
3,1,48,1,2,8,1059840,1,1,0
3,2,46,1,2,9,1059840,2,1,0
3,2,44,1,2,8,1059860,1,1,0
3,1,43,1,2,9,1059860,2,1,0
2,1,36,1,2,1,1059870,1,1,0
2,2,35,2,,8,1059870,2,1,0
4,2,37,2,,5,1059970,1,1,0
4,1,32,1,2,5,1059970,2,1,0
2,1,51,1,2,4,1059990,1,0,0
2,2,51,1,2,4,1059990,2,0,0
3,1,44,1,,9,1060030,1,0,0
3,2,41,1,2,9,1060030,2,0,0
2,1,37,1,1,4,1060240,1,0,0
2,2,32,1,1,8,1060240,2,0,0
2,1,37,1,2,9,1060290,1,1,0
2,2,36,1,,9,1060290,2,1,0
2,2,57,1,1,3,1060320,1,1,0
2,1,52,1,1,4,1060320,2,1,0
2,1,36,1,2,6,1060340,1,0,0
2,2,32,2,,4,1060340,2,0,0
4,2,45,1,2,1,1060370,1,0,0
4,1,38,1,2,1,1060370,2,0,0
3,2,48,2,,1,1060430,1,0,0
3,1,42,1,2,8,1060430,2,0,0
2,1,38,1,2,8,1060480,1,0,0
2,2,38,1,2,9,1060480,2,0,0
2,1,48,1,1,1,1060590,1,0,0
2,2,39,1,1,8,1060590,2,0,0
4,1,44,1,2,9,1060610,1,1,0
4,2,40,1,2,9,1060610,2,1,0
2,2,52,1,1,9,1060750,1,0,0
2,1,49,1,1,9,1060750,2,0,0
3,1,49,1,1,1,1060760,1,1,0
3,2,43,1,2,1,1060760,2,1,0
4,1,42,2,,1,1060810,1,0,0
4,2,30,2,,4,1060810,2,0,0
2,1,47,1,2,1,1060840,1,0,1
2,2,44,2,,8,1060840,2,0,1
1,1,56,1,2,4,1060860,1,0,0
1,2,56,1,2,7,1060860,2,0,0
2,1,38,1,2,6,1060870,1,0,0
2,2,37,1,2,6,1060870,2,0,0
2,2,30,1,2,9,1060920,1,1,0
2,1,30,1,2,4,1060920,2,1,0
0,1,54,1,2,8,1060960,1,1,0
0,2,52,1,2,9,1060960,2,1,0
2,1,39,1,2,4,1061000,1,0,0
2,2,39,1,2,4,1061000,2,0,0
4,1,29,1,,1,1061100,1,0,1
4,2,29,1,1,3,1061100,2,0,1
2,1,40,1,,7,1061230,1,0,0
2,2,33,2,,9,1061230,2,0,0
2,1,38,1,1,8,1061330,1,1,0
2,2,33,1,1,9,1061330,2,1,0
2,1,37,1,2,7,1061350,1,0,0
2,2,33,1,,8,1061350,2,0,0
2,1,35,1,,3,1061400,1,1,0
2,2,34,2,,3,1061400,2,1,0
3,1,48,1,2,4,1061420,1,0,0
3,2,45,1,2,8,1061420,2,0,0
2,2,42,1,1,9,1061550,1,1,0
2,1,41,1,,5,1061550,2,1,0
3,1,42,1,2,8,1061600,1,0,0
3,2,40,1,2,5,1061600,2,0,0
2,1,39,2,,9,1061620,1,0,0
2,2,32,1,2,7,1061620,2,0,0
2,1,31,1,,1,1061800,1,1,0
2,2,29,2,,1,1061800,2,1,0
5,1,41,2,,1,1062020,1,1,0
5,2,36,2,,1,1062020,2,1,0
2,2,43,1,2,9,1062110,1,0,0
2,1,41,1,2,9,1062110,2,0,0
2,2,42,1,2,8,1062130,1,0,0
2,1,40,1,2,5,1062130,2,0,0
2,1,51,1,,4,1062150,1,1,0
2,2,46,1,1,8,1062150,2,1,0
3,1,34,1,2,3,1062360,1,0,0
3,2,30,2,,4,1062360,2,0,0
2,2,33,1,2,8,1062430,1,0,0
2,1,30,1,2,9,1062430,2,0,0
2,1,33,2,,1,1062440,1,0,0
2,2,24,2,,1,1062440,2,0,0
2,1,51,1,2,4,1062460,1,1,0
2,2,43,2,,1,1062460,2,1,0
0,1,52,1,2,1,1062490,1,0,0
0,2,46,1,2,4,1062490,2,0,0
1,1,52,1,2,4,1062520,1,0,0
1,2,48,1,2,1,1062520,2,0,0
3,1,45,1,2,4,1062660,1,0,0
3,2,40,1,2,9,1062660,2,0,0
3,1,46,1,2,8,1062790,1,1,0
3,2,36,2,,1,1062790,2,1,0
3,1,53,1,2,9,1062810,1,1,0
3,2,52,1,,9,1062810,2,1,0
3,1,42,1,2,4,1062850,1,1,0
3,2,41,2,,3,1062850,2,1,0
3,1,47,1,2,6,1062910,1,0,0
3,2,32,2,,6,1062910,2,0,0
4,1,45,1,2,4,1063020,1,0,0
4,2,42,2,,3,1063020,2,0,0
1,1,61,2,,1,1063260,1,1,0
1,2,59,2,,1,1063260,2,1,0
2,1,34,1,2,5,1063350,1,0,0
2,2,32,1,,5,1063350,2,0,0
2,1,41,1,2,9,1063590,1,1,0
2,2,41,1,2,9,1063590,2,1,0
1,1,54,1,,4,1063610,1,0,0
1,2,49,1,2,1,1063610,2,0,0
2,1,31,1,2,4,1063840,1,1,0
2,2,29,1,2,6,1063840,2,1,0
3,1,42,1,2,5,1063880,1,0,0
3,2,37,1,2,1,1063880,2,0,0
1,2,54,2,,4,1063930,1,0,0
1,1,50,1,2,4,1063930,2,0,0
3,1,44,1,2,9,1063960,1,1,0
3,2,44,1,2,9,1063960,2,1,0
2,1,35,1,2,9,1064000,1,0,0
2,2,34,1,2,9,1064000,2,0,0
2,1,47,1,1,3,1064040,1,0,0
2,2,46,1,1,3,1064040,2,0,0
4,1,42,2,,4,1064100,1,1,0
4,2,38,2,,1,1064100,2,1,0
3,1,46,1,2,9,1064110,1,0,0
3,2,37,1,2,7,1064110,2,0,0
2,1,40,1,2,9,1064310,1,1,0
2,2,34,1,2,9,1064310,2,1,0
3,1,40,1,1,9,1064330,1,1,0
3,2,39,1,1,9,1064330,2,1,0
2,1,52,1,2,1,1064400,1,1,0
2,2,46,1,2,3,1064400,2,1,0
2,1,37,1,2,1,1064410,1,0,0
2,2,30,1,2,4,1064410,2,0,0
2,1,53,1,1,2,1064430,1,0,0
2,2,42,1,1,6,1064430,2,0,0
2,1,32,2,,4,1064440,1,0,0
2,2,27,2,,1,1064440,2,0,0
2,1,37,1,2,,1064600,1,1,0
2,2,33,2,,4,1064600,2,1,0
4,1,51,1,2,8,1064610,1,0,0
4,2,46,1,2,9,1064610,2,0,0
1,2,52,1,2,3,1064650,1,1,0
1,1,51,1,2,1,1064650,2,1,0
3,1,48,1,2,5,1064700,1,0,0
3,2,45,1,2,1,1064700,2,0,0
2,1,41,1,2,9,1064710,1,1,0
2,2,36,1,2,5,1064710,2,1,0
2,1,46,1,2,5,1064790,1,0,0
2,2,44,1,2,8,1064790,2,0,0
4,1,43,1,,4,1064870,1,0,0
4,2,34,2,,7,1064870,2,0,0
2,1,40,2,,9,1064890,1,0,0
2,2,40,1,2,9,1064890,2,0,0
0,1,48,1,2,4,1064920,1,1,0
0,2,47,1,2,8,1064920,2,1,0
2,2,36,1,2,9,1064960,1,0,0
2,1,34,1,2,9,1064960,2,0,0
2,1,51,1,2,9,1065010,1,1,0
2,2,47,1,2,8,1065010,2,1,0
2,2,33,1,2,9,1065060,1,1,0
2,1,33,1,2,9,1065060,2,1,0
2,1,49,1,1,9,1065110,1,0,0
2,2,46,1,1,9,1065110,2,0,0
4,1,33,1,2,5,1065120,1,1,0
4,2,30,2,,4,1065120,2,1,0
2,1,34,1,2,7,1065170,1,0,0
2,2,32,1,2,9,1065170,2,0,0
4,1,38,1,2,4,1065230,1,0,0
4,2,36,2,,5,1065230,2,0,0
3,1,35,1,2,9,1065250,1,0,0
3,2,30,1,2,7,1065250,2,0,0
2,1,42,1,2,7,1065300,1,1,0
2,2,40,1,2,4,1065300,2,1,0
2,2,52,1,2,4,1065310,1,1,0
2,1,51,1,2,8,1065310,2,1,0
3,1,43,1,2,4,1065360,1,1,0
3,2,34,1,2,4,1065360,2,1,0
3,1,40,1,1,9,1065530,1,0,1
3,2,40,1,1,9,1065530,2,0,1
2,2,56,1,2,9,1065540,1,0,0
2,1,49,1,2,8,1065540,2,0,0
1,1,54,1,2,9,1065580,1,0,0
1,2,50,1,2,9,1065580,2,0,0
4,1,45,1,2,1,1065660,1,0,0
4,2,39,1,2,4,1065660,2,0,0
3,2,39,1,,9,1065670,1,0,0
3,1,39,1,2,9,1065670,2,0,0
4,1,51,2,,9,1065710,1,0,0
4,2,37,2,,9,1065710,2,0,0
3,1,47,1,,8,1065770,1,0,0
3,2,45,1,2,9,1065770,2,0,0
3,1,50,1,2,7,1066010,1,0,0
3,2,41,2,,7,1066010,2,0,0
2,1,31,1,2,5,1066060,1,0,0
2,1,28,1,2,7,1066060,2,0,0
2,1,45,1,2,4,1066080,1,1,0
2,2,44,1,2,4,1066080,2,1,0
4,2,46,1,2,7,1066340,1,1,0
4,1,46,1,,4,1066340,2,1,0
2,1,40,1,1,1,1066410,1,0,0
2,2,32,1,1,1,1066410,2,0,0
2,1,44,1,2,8,1066420,1,0,0
2,2,41,1,2,8,1066420,2,0,0
2,1,55,2,,1,1066550,1,1,1
2,2,41,1,2,1,1066550,2,1,1
3,2,45,1,2,4,1066590,1,1,0
3,1,45,1,2,4,1066590,2,1,0
2,1,45,1,2,4,1066630,1,0,0
2,2,43,1,2,9,1066630,2,0,0
2,1,34,1,2,4,1066690,1,0,0
2,2,31,2,,5,1066690,2,0,0
2,2,32,2,,5,1066750,1,0,0
2,1,31,1,2,5,1066750,2,0,0
4,1,45,1,,6,1066820,1,0,1
4,2,43,1,,1,1066820,2,0,1
3,2,38,1,2,9,1066960,1,0,0
3,1,36,1,2,9,1066960,2,0,0
2,1,37,1,2,9,1067170,1,0,0
2,2,33,1,2,5,1067170,2,0,0
1,1,52,1,1,5,1067180,1,0,0
1,2,50,1,1,4,1067180,2,0,0
2,1,34,1,2,5,1067200,1,0,0
2,2,29,2,,1,1067200,2,0,0
4,1,36,1,2,8,1067370,1,1,0
4,2,31,2,,7,1067370,2,1,0
3,1,45,1,2,9,1067390,1,0,0
3,2,38,1,,9,1067390,2,0,0
1,2,51,1,2,5,1067530,1,0,0
1,1,45,1,2,4,1067530,2,0,0
2,1,42,1,2,9,1067740,1,0,0
2,2,42,1,2,8,1067740,2,0,0
2,1,40,1,2,5,1067850,1,1,0
2,2,32,1,2,6,1067850,2,1,0
2,1,46,1,2,1,1067970,1,0,0
2,2,24,2,,1,1067970,2,0,0
2,2,41,1,2,1,1068050,1,0,0
2,1,38,2,,1,1068050,2,0,0
2,2,32,1,2,6,1068140,1,1,0
2,1,28,1,2,5,1068140,2,1,0
2,2,34,1,1,9,1068270,1,1,0
2,1,34,1,1,5,1068270,2,1,0
2,1,30,1,2,8,1068370,1,0,0
2,2,30,1,2,8,1068370,2,0,0
2,1,50,1,2,9,1068480,1,0,0
2,2,43,1,2,9,1068480,2,0,0
2,1,51,1,2,9,1068490,1,0,0
2,2,47,1,,9,1068490,2,0,0
2,1,32,1,2,1,1068540,1,0,0
2,2,26,2,,4,1068540,2,0,0
2,1,50,1,2,4,1068550,1,0,0
2,2,44,2,,3,1068550,2,0,0
2,1,56,1,,4,1068570,1,1,0
2,2,54,1,,4,1068570,2,1,0
2,1,58,1,2,9,1068610,1,0,0
2,2,57,1,2,9,1068610,2,0,0
3,2,41,1,2,4,1068670,1,1,0
3,1,39,1,2,8,1068670,2,1,0
2,2,49,1,2,4,1068720,1,0,0
2,1,49,1,,4,1068720,2,0,0
2,2,43,1,2,4,1068860,1,1,0
2,1,43,1,2,5,1068860,2,1,0
3,1,34,1,2,5,1068920,1,1,0
3,2,32,2,,6,1068920,2,1,0
1,2,49,1,2,4,1069010,1,1,0
1,1,47,1,2,8,1069010,2,1,0
3,1,46,1,,4,1069150,1,0,0
3,2,46,1,2,8,1069150,2,0,0
4,2,43,1,,1,1069180,1,1,0
4,1,41,1,2,1,1069180,2,1,0
2,1,30,1,2,3,1069250,1,1,0
2,2,30,2,,1,1069250,2,1,0
3,2,51,1,2,3,1069270,1,1,0
3,1,48,1,2,1,1069270,2,1,0
1,1,55,1,,1,1069280,1,1,0
1,2,50,1,,6,1069280,2,1,0
3,2,37,1,2,8,1069390,1,1,0
3,1,37,1,2,8,1069390,2,1,0
3,1,47,1,2,4,1069400,1,1,0
3,2,44,1,2,4,1069400,2,1,0
2,1,39,1,2,9,1069450,1,0,0
2,2,38,1,2,9,1069450,2,0,0
2,1,36,1,2,7,1069460,1,1,0
2,2,36,1,2,7,1069460,2,1,0
3,1,41,1,1,9,1069560,1,0,0
3,2,35,1,1,9,1069560,2,0,0
1,1,55,1,2,1,1069650,1,1,0
1,2,53,1,2,1,1069650,2,1,0
2,2,48,1,2,9,1069790,1,0,0
2,1,44,2,,3,1069790,2,0,0
3,1,50,1,2,9,1069890,1,1,0
3,2,46,1,2,3,1069890,2,1,0
2,1,49,1,2,8,1069960,1,1,0
2,2,44,1,2,8,1069960,2,1,0
2,2,43,2,,8,1069990,1,1,0
2,1,41,1,2,8,1069990,2,1,0
2,1,58,1,2,4,1070380,1,0,0
2,2,54,1,2,1,1070380,2,0,0
4,1,41,1,2,1,1070430,1,0,0
4,2,28,1,1,1,1070430,2,0,0
2,1,42,1,2,8,1070650,1,1,0
2,2,40,1,2,8,1070650,2,1,0
1,1,51,2,,1,1070700,1,1,0
1,2,47,2,,1,1070700,2,1,0
2,1,38,1,2,9,1070790,1,0,0
2,2,34,2,,9,1070790,2,0,0
4,1,49,1,,4,1070800,1,0,0
4,2,42,1,2,1,1070800,2,0,0
2,1,57,1,2,8,1070820,1,1,0
2,2,43,1,2,9,1070820,2,1,0
3,1,47,1,2,4,1070880,1,1,0
3,2,40,1,2,8,1070880,2,1,0
2,1,39,1,2,4,1070920,1,0,0
2,2,35,2,,9,1070920,2,0,0
2,1,35,1,2,9,1070980,1,0,0
2,2,31,1,2,8,1070980,2,0,0
3,1,48,1,1,7,1070990,1,0,0
3,2,45,1,1,7,1070990,2,0,0
3,2,43,1,1,9,1071090,1,1,0
3,1,41,1,,9,1071090,2,1,0
2,1,56,1,2,4,1071140,1,0,0
2,2,41,1,2,4,1071140,2,0,0
3,1,51,1,2,9,1071150,1,1,0
3,2,49,2,,3,1071150,2,1,0
2,2,47,1,2,4,1071180,1,0,0
2,1,47,1,,9,1071180,2,0,0
2,1,50,1,,9,1071390,1,1,0
2,2,42,1,,9,1071390,2,1,0
0,2,49,1,2,4,1071500,1,0,0
0,1,44,1,2,1,1071500,2,0,0
2,1,60,1,2,2,1071610,1,1,0
2,2,51,1,2,3,1071610,2,1,0
2,1,31,1,1,4,1071680,1,1,0
2,2,28,1,2,4,1071680,2,1,0
4,1,43,1,2,1,1071720,1,0,0
4,2,40,2,,1,1071720,2,0,0
4,1,47,1,2,1,1071730,1,1,1
4,2,41,2,,1,1071730,2,1,1
3,2,35,1,2,6,1071750,1,0,0
3,1,28,1,2,4,1071750,2,0,0
2,1,43,1,1,4,1071780,1,1,0
2,2,41,1,1,4,1071780,2,1,0
2,1,35,2,,3,1071840,1,1,0
2,2,31,2,,1,1071840,2,1,0
2,1,32,1,2,8,1071850,1,0,0
2,2,30,2,,8,1071850,2,0,0
2,1,41,1,2,1,1071870,1,0,0
2,2,41,2,,4,1071870,2,0,0
2,2,47,1,2,6,1072040,1,1,0
2,1,43,1,2,9,1072040,2,1,0
2,2,41,1,2,8,1072190,1,1,0
2,1,32,1,2,5,1072190,2,1,0
2,2,41,1,2,4,1072270,1,1,0
2,1,41,1,2,4,1072270,2,1,0
2,2,33,1,2,8,1072320,1,1,0
2,1,33,1,,4,1072320,2,1,0
2,1,49,2,,1,1072460,1,0,0
2,2,47,1,2,1,1072460,2,0,0
2,2,41,1,,9,1072490,1,0,0
2,1,41,1,2,9,1072490,2,0,0
2,1,37,1,2,4,1072590,1,0,0
2,2,29,2,,1,1072590,2,0,0
3,1,42,1,2,1,1072650,1,1,0
3,2,39,1,2,4,1072650,2,1,0
2,1,49,1,2,1,1072720,1,0,0
2,2,45,2,,4,1072720,2,0,0
2,2,47,1,2,8,1072800,1,0,0
2,1,45,1,,9,1072800,2,0,0
3,2,39,1,1,8,1073010,1,0,0
3,1,35,1,1,9,1073010,2,0,0
3,2,46,1,2,4,1073020,1,1,0
3,1,41,1,2,3,1073020,2,1,0
3,1,35,1,2,9,1073060,1,1,0
3,2,27,2,,4,1073060,2,1,0
2,1,56,1,,9,1073220,1,1,0
2,2,54,1,,9,1073220,2,1,0
2,2,43,1,2,4,1073340,1,0,0
2,1,41,1,,5,1073340,2,0,0
2,1,49,1,2,3,1073440,1,0,0
2,2,45,1,2,4,1073440,2,0,0
1,1,59,2,,4,1073630,1,0,0
1,2,48,1,2,1,1073630,2,0,0
4,1,49,2,,1,1073660,1,1,0
4,2,47,2,,1,1073660,2,1,0
2,1,48,1,,1,1073700,1,1,0
2,2,47,1,2,1,1073700,2,1,0
4,1,50,1,2,8,1073830,1,1,0
4,2,49,2,,8,1073830,2,1,0
4,1,51,1,2,8,1073930,1,1,0
4,2,47,1,2,8,1073930,2,1,0
3,1,44,1,2,3,1073960,1,1,0
3,2,40,1,2,6,1073960,2,1,0
2,1,40,1,2,4,1074000,1,0,0
2,2,37,2,,1,1074000,2,0,0
3,2,34,1,1,4,1074030,1,0,0
3,1,33,2,,1,1074030,2,0,0
2,1,29,2,,1,1074110,1,1,0
2,2,28,2,,1,1074110,2,1,0
2,2,34,1,2,7,1074130,1,0,0
2,1,33,1,2,9,1074130,2,0,0
2,2,38,1,2,8,1074170,1,1,0
2,1,34,1,2,4,1074170,2,1,0
3,1,50,1,1,4,1074190,1,1,0
3,2,44,1,2,1,1074190,2,1,0
2,1,44,1,2,4,1074370,1,0,1
2,2,37,1,2,9,1074370,2,0,1
3,1,41,1,2,1,1074380,1,1,0
3,2,35,2,,5,1074380,2,1,0
2,1,42,1,2,9,1074440,1,0,0
2,2,41,1,2,9,1074440,2,0,0
2,2,53,1,2,6,1074490,1,0,0
2,1,52,1,2,9,1074490,2,0,0
4,2,43,2,,7,1074520,1,0,0
4,1,38,1,2,8,1074520,2,0,0
2,2,40,1,1,9,1074540,1,0,0
2,1,39,1,2,9,1074540,2,0,0
2,2,43,1,2,1,1074600,1,1,0
2,1,41,1,2,1,1074600,2,1,0
2,1,50,1,2,4,1074610,1,0,0
2,2,43,1,2,4,1074610,2,0,0
2,1,52,1,1,8,1074700,1,1,0
2,2,50,1,1,8,1074700,2,1,0
2,1,45,1,2,4,1074770,1,1,0
2,2,39,1,2,1,1074770,2,1,0
3,1,35,1,2,4,1074800,1,0,0
3,2,33,1,2,5,1074800,2,0,0
2,1,55,1,2,9,1074830,1,1,0
2,2,44,1,2,8,1074830,2,1,0
2,1,50,1,,4,1074870,1,1,0
2,2,44,1,2,8,1074870,2,1,0
2,2,38,1,2,4,1074890,1,1,0
2,1,30,1,2,8,1074890,2,1,0
2,2,37,2,,5,1074950,1,1,0
2,1,37,2,,4,1074950,2,1,0
2,1,34,2,,3,1074960,1,0,0
2,2,33,1,2,5,1074960,2,0,0
2,1,47,1,2,9,1074990,1,0,0
2,2,39,2,,9,1074990,2,0,0
3,1,52,1,2,9,1075020,1,0,0
3,2,47,1,2,9,1075020,2,0,0
2,1,43,1,2,9,1075060,1,0,0
2,2,31,1,2,8,1075060,2,0,0
4,2,49,1,,8,1075160,1,1,0
4,1,48,1,,4,1075160,2,1,0
1,1,59,1,2,9,1075180,1,1,0
1,2,50,1,2,8,1075180,2,1,0
2,1,37,2,,5,1075380,1,1,0
2,2,35,2,,8,1075380,2,1,0
2,1,46,2,,1,1075430,1,0,0
2,2,41,1,2,1,1075430,2,0,0
3,2,57,1,2,1,1075600,1,1,0
3,1,49,1,,7,1075600,2,1,0
3,1,34,1,2,4,1075610,1,0,0
3,2,33,1,2,4,1075610,2,0,0
2,1,43,1,,5,1075820,1,0,0
2,2,31,2,,8,1075820,2,0,0
2,2,44,1,2,4,1075890,1,0,0
2,1,44,1,2,4,1075890,2,0,0
5,1,52,2,,9,1075940,1,0,0
5,2,40,1,1,7,1075940,2,0,0
1,1,58,1,2,1,1076040,1,1,0
1,2,55,1,,1,1076040,2,1,0
2,1,50,1,,4,1076090,1,1,0
2,2,48,1,,4,1076090,2,1,0
1,2,49,1,2,1,1076140,1,0,0
1,1,48,1,2,1,1076140,2,0,0
2,2,45,1,2,7,1076170,1,1,0
2,1,42,1,2,8,1076170,2,1,0
2,1,53,1,,9,1076200,1,0,1
2,2,50,1,2,,1076200,2,0,1
5,1,43,1,2,8,1076210,1,0,1
5,2,38,1,,8,1076210,2,0,1
2,1,44,1,2,4,1076230,1,1,0
2,2,38,1,2,8,1076230,2,1,0
2,2,32,1,2,3,1076340,1,0,0
2,1,31,1,2,3,1076340,2,0,0
2,1,32,1,,4,1076350,1,0,1
2,2,30,1,2,8,1076350,2,0,1
3,1,34,1,1,7,1076520,1,0,0
3,2,30,1,1,4,1076520,2,0,0
1,1,52,1,,4,1076610,1,0,0
1,2,48,1,2,4,1076610,2,0,0
2,1,39,1,2,8,1076630,1,1,0
2,2,36,1,2,5,1076630,2,1,0
2,1,45,1,2,8,1076690,1,1,0
2,2,39,1,2,4,1076690,2,1,0
3,1,53,1,2,9,1076720,1,1,0
3,2,39,1,2,9,1076720,2,1,0
2,1,45,1,2,5,1076770,1,1,0
2,2,40,1,2,4,1076770,2,1,0
0,2,54,2,,4,1076850,1,1,0
0,1,52,1,2,9,1076850,2,1,0
3,1,57,1,2,9,1076880,1,1,0
3,2,52,1,2,7,1076880,2,1,0
2,1,46,1,2,9,1076890,1,0,0
2,2,41,1,2,5,1076890,2,0,0
1,1,51,1,,8,1076980,1,0,0
1,2,46,1,2,6,1076980,2,0,0
2,1,43,1,2,4,1077010,1,1,0
2,2,32,1,2,5,1077010,2,1,0
3,1,27,1,2,4,1077350,1,0,0
3,2,27,1,2,3,1077350,2,0,0
3,1,37,1,,9,1077370,1,1,1
3,2,36,1,,9,1077370,2,1,1
2,1,34,1,2,9,1077420,1,1,0
2,2,32,1,2,8,1077420,2,1,0
2,1,41,1,2,9,1077500,1,1,0
2,2,36,1,2,8,1077500,2,1,0
2,2,35,1,1,8,1077620,1,1,0
2,1,25,1,1,4,1077620,2,1,0
2,1,42,1,,4,1077710,1,1,0
2,2,37,1,2,9,1077710,2,1,0
1,1,47,1,2,4,1077730,1,0,0
1,2,47,1,2,3,1077730,2,0,0
2,1,37,1,2,4,1077750,1,1,1
2,2,32,1,2,9,1077750,2,1,1
3,1,56,2,,1,1077770,1,0,0
3,2,44,2,,1,1077770,2,0,0
2,1,43,1,1,8,1077830,1,1,0
2,2,39,1,1,4,1077830,2,1,0
4,2,47,2,,3,1077840,1,0,0
4,1,45,1,2,8,1077840,2,0,0
2,1,43,1,2,9,1077910,1,1,0
2,2,41,2,,6,1077910,2,1,0
2,1,45,1,1,7,1078030,1,1,0
